code,description,chapter,phecode,rank
E804,"Fall in, on, or from railway train",,,
E804.0,"Fall in, on, or from railway train injuring railway employee",,,3
E804.1,"Fall in, on, or from railway train injuring passenger on railway",,,3
E804.2,"Fall in, on, or from railway train injuring pedestrian",,,
E804.3,"Fall in, on, or from railway train injuring pedal cyclist",,,
E804.8,"Fall in, on, or from railway train injuring other specified person",,,9
E804.9,"Fall in, on, or from railway train injuring unspecified person",,,7
E805,Hit by rolling stock,,,
E805.0,Railway employee hit by rolling stock,,,6
E805.1,Passenger on railway hit by rolling stock,,,
E805.2,Pedestrian hit by rolling stock,,,26
E805.3,Pedal cyclist hit by rolling stock,,,2
E805.8,Other specified person hit by rolling stock,,,4
E805.9,Unspecified person hit by rolling stock,,,2
E806,Other specified railway accident,,,
E806.0,Other specified railway accident injuring railway employee,,,5
E806.1,Other specified railway accident injuring passenger on railway,,,
E806.2,Other specified railway accident injuring pedestrian,,,19
E806.3,Other specified railway accident injuring pedal cyclist,,,
E806.8,Other specified railway accident injuring other specified person,,,2
E806.9,Other specified railway accident injuring unspecified person,,,2
E807,Railway accident of unspecified nature,,,
E807.0,Railway accident of unspecified nature injuring railway employee,,,
E807.1,Railway accident of unspecified nature injuring passenger on railway,,,2
E807.2,Railway accident of unspecified nature injuring pedestrian,,,4
E807.3,Railway accident of unspecified nature injuring pedal cyclist,,,
E807.8,Railway accident of unspecified nature injuring other specified person,,,1
E807.9,Railway accident of unspecified nature injuring unspecified person,,,7
E810,Motor vehicle traffic accident involving collision with train,,,
E810.0,Motor vehicle traffic accident involving collision with train injuring driver of motor vehicle other than motorcycle,,,104
E810.1,Motor vehicle traffic accident involving collision with train injuring passenger in motor vehicle other than motorcycle,,,45
E810.2,Motor vehicle traffic accident involving collision with train injuring motorcyclist,,,4
E810.3,Motor vehicle traffic accident involving collision with train injuring passenger on motorcycle,,,2
E810.4,Motor vehicle traffic accident involving collision with train injuring occupant of streetcar,,,
E810.5,Motor vehicle traffic accident involving collision with train injuring rider of animal; occupant of animal-drawn vehicle,,,
E810.6,Motor vehicle traffic accident involving collision with train injuring pedal cyclist,,,
E810.7,Motor vehicle traffic accident involving collision with train injuring pedestrian,,,1
E810.8,Motor vehicle traffic accident involving collision with train injuring other specified person,,,1
E810.9,Motor vehicle traffic accident involving collision with train injuring unspecified person,,,34
E811,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle,,,
E811.0,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring driver of motor vehicle other than motorcycle,,,35
E811.1,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring passenger in motor vehicle other than motorcycle,,,13
E811.2,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring motorcyclist,,,3
E811.3,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring passenger on motorcycle,,,1
E811.4,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring occupant of streetcar,,,
E811.5,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring rider of animal; occupant of animal-drawn vehicle,,,
E811.6,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring pedal cyclist,,,1
E811.7,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring pedestrian,,,2
E811.8,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring other specified person,,,2
E811.9,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring unspecified person,,,6
E812,Other motor vehicle traffic accident involving collision with motor vehicle,,,
E812.0,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle,,,31150
E812.1,Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger in motor vehicle other than motorcycle,,,18005
E812.2,Other motor vehicle traffic accident involving collision with motor vehicle injuring motorcyclist,,,5569
E812.3,Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger on motorcycle,,,324
E812.4,Other motor vehicle traffic accident involving collision with motor vehicle injuring occupant of streetcar,,,3
E812.5,Other motor vehicle traffic accident involving collision with motor vehicle injuring rider of animal; occupant of animal-drawn vehicle,,,4
E812.6,Other motor vehicle traffic accident involving collision with motor vehicle injuring pedal cyclist,,,104
E812.7,Other motor vehicle traffic accident involving collision with motor vehicle injuring pedestrian,,,163
E812.8,Other motor vehicle traffic accident involving collision with motor vehicle injuring other specified person,,,88
E812.9,Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person,,,6238
E813,Motor vehicle traffic accident involving collision with other vehicle,,,1
E813.0,Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle,,,538
E813.1,Motor vehicle traffic accident involving collision with other vehicle injuring passenger in motor vehicle other than motorcycle,,,260
E813.2,Motor vehicle traffic accident involving collision with other vehicle injuring motorcyclist,,,241
E813.3,Motor vehicle traffic accident involving collision with other vehicle injuring passenger on motorcycle,,,17
E813.4,Motor vehicle traffic accident involving collision with other vehicle injuring occupant of streetcar,,,4
E813.5,Motor vehicle traffic accident involving collision with other vehicle injuring rider of animal; occupant of animal-drawn vehicle,,,39
E813.6,Motor vehicle traffic accident involving collision with other vehicle injuring pedal cyclist,,,1217
E813.7,Motor vehicle traffic accident involving collision with other vehicle injuring pedestrian,,,28
E813.8,Motor vehicle traffic accident involving collision with other vehicle injuring other specified person,,,55
E813.9,Motor vehicle traffic accident involving collision with other vehicle injuring unspecified person,,,133
E814,Motor vehicle traffic accident involving collision with pedestrian,,,
E814.0,Motor vehicle traffic accident involving collision with pedestrian injuring driver of motor vehicle other than motorcycle,,,27
E814.1,Motor vehicle traffic accident involving collision with pedestrian injuring passenger in motor vehicle other than motorcycle,,,30
E814.2,Motor vehicle traffic accident involving collision with pedestrian injuring motorcyclist,,,24
E814.3,Motor vehicle traffic accident involving collision with pedestrian injuring passenger on motorcycle,,,1
E814.4,Motor vehicle traffic accident involving collision with pedestrian injuring occupant of streetcar,,,3
E814.5,Motor vehicle traffic accident involving collision with pedestrian injuring rider of animal; occupant of animal drawn vehicle,,,
E814.6,Motor vehicle traffic accident involving collision with pedestrian injuring pedal cyclist,,,86
E814.7,Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian,,,7277
E814.8,Motor vehicle traffic accident involving collision with pedestrian injuring other specified person,,,35
E814.9,Motor vehicle traffic accident involving collision with pedestrian injuring unspecified person,,,101
E815,Other motor vehicle traffic accident involving collision on the highway,,,3
E815.0,Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle,,,5014
E815.1,Other motor vehicle traffic accident involving collision on the highway injuring passenger in motor vehicle other than motorcycle,,,1292
E815.2,Other motor vehicle traffic accident involving collision on the highway injuring motorcyclist,,,978
E815.3,Other motor vehicle traffic accident involving collision on the highway injuring passenger on motorcycle,,,56
E815.4,Other motor vehicle traffic accident involving collision on the highway injuring occupant of streetcar,,,1
E815.5,Other motor vehicle traffic accident involving collision on the highway injuring rider of animal; occupant of animal-drawn vehicle,,,5
E815.6,Other motor vehicle traffic accident involving collision on the highway injuring pedal cyclist,,,6
E815.7,Other motor vehicle traffic accident involving collision on the highway injuring pedestrian,,,7
E815.8,Other motor vehicle traffic accident involving collision on the highway injuring other specified person,,,18
E815.9,Other motor vehicle traffic accident involving collision on the highway injuring unspecified person,,,363
E816,"Motor vehicle traffic accident due to loss of control, without collision on the highway",,,
E816.0,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle",,,17212
E816.1,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger in motor vehicle other than motorcycle",,,5071
E816.2,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring motorcyclist",,,3523
E816.3,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle",,,154
E816.4,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring occupant of streetcar",,,3
E816.5,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring rider of animal; occupant of animal-drawn vehicle",,,
E816.6,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedal cyclist",,,13
E816.7,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedestrian",,,41
E816.8,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring other specified person",,,18
E816.9,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring unspecified person",,,1167
E817,Noncollision motor vehicle traffic accident while boarding or alighting,,,
E817.0,Noncollision motor vehicle traffic accident while boarding or alighting injuring driver of motor vehicle other than motorcycle,,,80
E817.1,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger in motor vehicle other than motorcycle,,,251
E817.2,Noncollision motor vehicle traffic accident while boarding or alighting injuring motorcyclist,,,20
E817.3,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger on motorcycle,,,3
E817.4,Noncollision motor vehicle traffic accident while boarding or alighting injuring occupant of streetcar,,,2
E817.5,Noncollision motor vehicle traffic accident while boarding or alighting injuring rider of animal; occupant of animal-drawn vehicle,,,1
E817.6,Noncollision motor vehicle traffic accident while boarding or alighting injuring pedal cyclist,,,
E817.7,Noncollision motor vehicle traffic accident while boarding or alighting injuring pedestrian,,,17
E817.8,Noncollision motor vehicle traffic accident while boarding or alighting injuring other specified person,,,19
E817.9,Noncollision motor vehicle traffic accident while boarding or alighting injuring unspecified person,,,74
E818,Other noncollision motor vehicle traffic accident,,,
E818.0,Other noncollision motor vehicle traffic accident injuring driver of motor vehicle other than motorcycle,,,556
E818.1,Other noncollision motor vehicle traffic accident injuring passenger in motor vehicle other than motorcycle,,,1233
E818.2,Other noncollision motor vehicle traffic accident injuring motorcyclist,,,451
E818.3,Other noncollision motor vehicle traffic accident injuring passenger on motorcycle,,,78
E818.4,Other noncollision motor vehicle traffic accident injuring occupant of streetcar,,,
E818.5,Other noncollision motor vehicle traffic accident injuring rider of animal; occupant of animal-drawn vehicle,,,
E818.6,Other noncollision motor vehicle traffic accident injuring pedal cyclist,,,14
E818.7,Other noncollision motor vehicle traffic accident injuring pedestrian,,,332
E818.8,Other noncollision motor vehicle traffic accident injuring other specified person,,,134
E818.9,Other noncollision motor vehicle traffic accident injuring unspecified person,,,344
E819,Motor vehicle traffic accident of unspecified nature,,,
E819.0,Motor vehicle traffic accident of unspecified nature injuring driver of motor vehicle other than motorcycle,,,14145
E819.1,Motor vehicle traffic accident of unspecified nature injuring passenger in motor vehicle other than motorcycle,,,10541
E819.2,Motor vehicle traffic accident of unspecified nature injuring motorcyclist,,,4567
E819.3,Motor vehicle traffic accident of unspecified nature injuring passenger on motorcycle,,,235
E819.4,Motor vehicle traffic accident of unspecified nature injuring occupant of streetcar,,,13
E819.5,Motor vehicle traffic accident of unspecified nature injuring rider of animal; occupant of animal-drawn vehicle,,,24
E819.6,Motor vehicle traffic accident of unspecified nature injuring pedal cyclist,,,121
E819.7,Motor vehicle traffic accident of unspecified nature injuring pedestrian,,,747
E819.8,Motor vehicle traffic accident of unspecified nature injuring other specified person,,,93
E819.9,Motor vehicle traffic accident of unspecified nature injuring unspecified person,,,19890
E820,Nontraffic accident involving motor-driven snow vehicle,,,
E820.0,Nontraffic accident involving motor-driven snow vehicle injuring driver of motor vehicle other than motorcycle,,,13
E820.1,Nontraffic accident involving motor-driven snow vehicle injuring passenger in motor vehicle other than motorcycle,,,2
E820.2,Nontraffic accident involving motor-driven snow vehicle injuring motorcyclist,,,
E820.3,Nontraffic accident involving motor-driven snow vehicle injuring passenger on motorcycle,,,
E820.4,Nontraffic accident involving motor-driven snow vehicle injuring occupant of streetcar,,,
E820.5,Nontraffic accident involving motor-driven snow vehicle injuring rider of animal; occupant of animal-drawn vehicle,,,
E820.6,Nontraffic accident involving motor-driven snow vehicle injuring pedal cyclist,,,
E820.7,Nontraffic accident involving motor-driven snow vehicle injuring pedestrian,,,
E820.8,Nontraffic accident involving motor-driven snow vehicle injuring other specified person,,,4
E820.9,Nontraffic accident involving motor-driven snow vehicle injuring unspecified person,,,4
E821,Nontraffic accident involving other off-road motor vehicle,,,
E821.0,Nontraffic accident involving other off-road motor vehicle injuring driver of motor vehicle other than motorcycle,,,4826
E821.1,Nontraffic accident involving other off-road motor vehicle injuring passenger in motor vehicle other than motorcycle,,,827
E821.2,Nontraffic accident involving other off-road motor vehicle injuring motorcyclist,,,790
E821.3,Nontraffic accident involving other off-road motor vehicle injuring passenger on motorcycle,,,34
E821.4,Nontraffic accident involving other off-road motor vehicle injuring occupant of streetcar,,,3
E821.5,Nontraffic accident involving other off-road motor vehicle injuring rider of animal; occupant of animal-drawn vehicle,,,
E821.6,Nontraffic accident involving other off-road motor vehicle injuring pedal cyclist,,,42
E821.7,Nontraffic accident involving other off-road motor vehicle injuring pedestrian,,,103
E821.8,Nontraffic accident involving other off-road motor vehicle injuring other specified person,,,172
E821.9,Nontraffic accident involving other off-road motor vehicle injuring unspecified person,,,1305
E822,Other motor vehicle nontraffic accident involving collision with moving object,,,
E822.0,Other motor vehicle nontraffic accident involving collision with moving object injuring driver of motor vehicle other than motorcycle,,,79
E822.1,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger in motor vehicle other than motorcycle,,,48
E822.2,Other motor vehicle nontraffic accident involving collision with moving object injuring motorcyclist,,,25
E822.3,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger on motorcycle,,,
E822.4,Other motor vehicle nontraffic accident involving collision with moving object injuring occupant of streetcar,,,
E822.5,Other motor vehicle nontraffic accident involving collision with moving object injuring rider of animal; occupant of animal-drawn vehicle,,,2
E822.6,Other motor vehicle nontraffic accident involving collision with moving object injuring pedal cyclist,,,19
E822.7,Other motor vehicle nontraffic accident involving collision with moving object injuring pedestrian,,,228
E822.8,Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person,,,42
E822.9,Other motor vehicle nontraffic accident involving collision with moving object injuring unspecified person,,,29
E823,Other motor vehicle nontraffic accident involving collision with stationary object,,,
E823.0,Other motor vehicle nontraffic accident involving collision with stationary object injuring driver of motor vehicle other than motorcycle,,,935
E823.1,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle,,,238
E823.2,Other motor vehicle nontraffic accident involving collision with stationary object injuring motorcyclist,,,162
E823.3,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger on motorcycle,,,6
E823.4,Other motor vehicle nontraffic accident involving collision with stationary object injuring occupant of streetcar,,,2
E823.5,Other motor vehicle nontraffic accident involving collision with stationary object injuring rider of animal; occupant of animal-drawn vehicle,,,
E823.6,Other motor vehicle nontraffic accident involving collision with stationary object injuring pedal cyclist,,,6
E823.7,Other motor vehicle nontraffic accident involving collision with stationary object injuring pedestrian,,,95
E823.8,Other motor vehicle nontraffic accident involving collision with stationary object injuring other specified person,,,44
E823.9,Other motor vehicle nontraffic accident involving collision with stationary object injuring unspecified person,,,77
E824,Other motor vehicle nontraffic accident while boarding and alighting,,,
E824.0,Other motor vehicle nontraffic accident while boarding and alighting injuring driver of motor vehicle other than motorcycle,,,110
E824.1,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger in motor vehicle other than motorcycle,,,252
E824.2,Other motor vehicle nontraffic accident while boarding and alighting injuring motorcyclist,,,14
E824.3,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger on motorcycle,,,
E824.4,Other motor vehicle nontraffic accident while boarding and alighting injuring occupant of streetcar,,,2
E824.5,Other motor vehicle nontraffic accident while boarding and alighting injuring rider of animal; occupant of animal-drawn vehicle,,,
E824.6,Other motor vehicle nontraffic accident while boarding and alighting injuring pedal cyclist,,,
E824.7,Other motor vehicle nontraffic accident while boarding and alighting injuring pedestrian,,,16
E824.8,Other motor vehicle nontraffic accident while boarding and alighting injuring other specified person,,,34
E824.9,Other motor vehicle nontraffic accident while boarding and alighting injuring unspecified person,,,134
E825,Other motor vehicle nontraffic accident of other and unspecified nature,,,
E825.0,Other motor vehicle nontraffic accident of other and unspecified nature injuring driver of motor vehicle other than motorcycle,,,1922
E825.1,Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger in motor vehicle other than motorcycle,,,584
E825.2,Other motor vehicle nontraffic accident of other and unspecified nature injuring motorcyclist,,,552
E825.3,Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger on motorcycle,,,18
E825.4,Other motor vehicle nontraffic accident of other and unspecified nature injuring occupant of streetcar,,,
E825.5,Other motor vehicle nontraffic accident of other and unspecified nature injuring rider of animal; occupant of animal-drawn vehicle,,,2
E825.6,Other motor vehicle nontraffic accident of other and unspecified nature injuring pedal cyclist,,,20
E825.7,Other motor vehicle nontraffic accident of other and unspecified nature injuring pedestrian,,,408
E825.8,Other motor vehicle nontraffic accident of other and unspecified nature injuring other specified person,,,297
E825.9,Other motor vehicle nontraffic accident of other and unspecified nature injuring unspecified person,,,1335
E826,Pedal cycle accident,,,
E826.0,Pedal cycle accident injuring pedestrian,,,124
E826.1,Pedal cycle accident injuring pedal cyclist,,,8389
E826.2,Pedal cycle accident injuring rider of animal,,,12
E826.3,Pedal cycle accident injuring occupant of animal-drawn vehicle,,,1
E826.4,Pedal cycle accident injuring occupant of streetcar,,,1
E826.8,Pedal cycle accident injuring other specified person,,,63
E826.9,Pedal cycle accident injuring unspecified person,,,82
E827,Animal-drawn vehicle accident,,,
E827.0,Animal-drawn vehicle accident injuring pedestrian,,,9
E827.2,Animal-drawn vehicle accident injuring rider of animal,,,4
E827.3,Animal-drawn vehicle accident injuring occupant of animal drawn vehicle,,,95
E827.4,Animal-drawn vehicle accident injuring occupant of streetcar,,,
E827.8,Animal-drawn vehicle accident injuring other specified person,,,10
E827.9,Animal-drawn vehicle accident injuring unspecified person,,,3
E828,Accident involving animal being ridden,,,
E828.0,Accident involving animal being ridden injuring pedestrian,,,8
E828.2,Accident involving animal being ridden injuring rider of animal,,,4022
E828.4,Accident involving animal being ridden injuring occupant of streetcar,,,1
E828.8,Accident involving animal being ridden injuring other specified person,,,13
E828.9,Accident involving animal being ridden injuring unspecified person,,,67
E829,Other road vehicle accidents,,,
E829.0,Other road vehicle accidents injuring pedestrian,,,32
E829.4,Other road vehicle accidents injuring occupant of streetcar,,,21
E829.8,Other road vehicle accidents injuring other specified person,,,167
E829.9,Other road vehicle accidents injuring unspecified person,,,54
E830,Accident to watercraft causing submersion,,,
E830.0,"Accident to watercraft causing submersion injuring occupant of small boat, unpowered",,,
E830.1,"Accident to watercraft causing submersion injuring occupant of small boat, powered",,,2
E830.2,Accident to watercraft causing submersion injuring occupant of other watercraft -- crew,,,
E830.3,Accident to watercraft causing submersion injuring occupant of other watercraft -- other than crew,,,
E830.4,Accident to watercraft causing submersion injuring water skier,,,
E830.5,Accident to watercraft causing submersion injuring swimmer,,,
E830.6,"Accident to watercraft causing submersion injuring dockers, stevedores",,,
E830.7,"Accident to watercraft causing submersion, occupant of military watercraft, any type",,,
E830.8,Accident to watercraft causing submersion injuring other specified person,,,
E830.9,Accident to watercraft causing submersion injuring unspecified person,,,2
E831,Accident to watercraft causing other injury,,,
E831.0,"Accident to watercraft causing other injury to occupant of small boat, unpowered",,,3
E831.1,"Accident to watercraft causing other injury to occupant of small boat, powered",,,60
E831.2,Accident to watercraft causing other injury to occupant of other watercraft -- crew,,,12
E831.3,Accident to watercraft causing other injury to occupant of other watercraft -- other than crew,,,41
E831.4,Accident to watercraft causing other injury to water skier,,,20
E831.5,Accident to watercraft causing other injury to swimmer,,,1
E831.6,"Accident to watercraft causing other injury to dockers, stevedores",,,
E831.7,"Accident to watercraft causing other injury, occupant of military watercraft, any type",,,
E831.8,Accident to watercraft causing other injury to other specified person,,,18
E831.9,Accident to watercraft causing other injury to unspecified person,,,14
E832,Other accidental submersion or drowning in water transport accident,,,
E832.0,"Other accidental submersion or drowning in water transport accident injuring occupant of small boat, unpowered",,,6
E832.1,"Other accidental submersion or drowning in water transport accident injuring occupant of small boat, powered",,,7
E832.2,Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- crew,,,
E832.3,Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- other than crew,,,8
E832.4,Other accidental submersion or drowning in water transport accident injuring water skier,,,5
E832.5,Other accidental submersion or drowning in water transport accident injuring swimmer,,,
E832.6,"Other accidental submersion or drowning in water transport accident injuring dockers, stevedores",,,
E832.7,"Other accidental submersion or drowning in water transport accident, occupant of military watercraft, any type",,,
E832.8,Other accidental submersion or drowning in water transport accident injuring other specified person,,,1
E832.9,Other accidental submersion or drowning in water transport accident injuring unspecified person,,,2
E833,Fall on stairs or ladders in water transport,,,
E833.0,"Fall on stairs or ladders in water transport injuring occupant of small boat, unpowered",,,
E833.1,"Fall on stairs or ladders in water transport injuring occupant of small boat, powered",,,6
E833.2,Fall on stairs or ladders in water transport injuring occupant of other watercraft -- crew,,,
E833.3,Fall on stairs or ladders in water transport injuring occupant of other watercraft -- other than crew,,,2
E833.4,Fall on stairs or ladders in water transport injuring water skier,,,
E833.5,Fall on stairs or ladders in water transport injuring swimmer,,,
E833.6,"Fall on stairs or ladders in water transport injuring dockers, stevedores",,,
E833.7,"Fall on stairs or ladders in water transport, occupant of military watercraft, any type",,,
E833.8,Fall on stairs or ladders in water transport injuring other specified person,,,
E833.9,Fall on stairs or ladders in water transport injuring unspecified person,,,4
E834,Other fall from one level to another in water transport,,,
E834.0,"Other fall from one level to another in water transport injuring occupant of small boat, unpowered",,,2
E834.1,"Other fall from one level to another in water transport injuring occupant of small boat, powered",,,34
E834.2,Other fall from one level to another in water transport injuring occupant of other watercraft -- crew,,,9
E834.3,Other fall from one level to another in water transport injuring occupant of other watercraft -- other than crew,,,26
E834.4,Other fall from one level to another in water transport injuring water skier,,,9
E834.5,Other fall from one level to another in water transport injuring swimmer,,,4
E834.6,"Other fall from one level to another in water transport injuring dockers, stevedores",,,
E834.7,"Other fall from one level to another in water transport, occupant of military watercraft, any type",,,
E834.8,Other fall from one level to another in water transport injuring other specified person,,,18
E834.9,Other fall from one level to another in water transport injuring unspecified person,,,7
E835,Other and unspecified fall in water transport,,,
E835.0,"Other and unspecified fall in water transport injuring occupant of small boat, unpowered",,,7
E835.1,"Other and unspecified fall in water transport injuring occupant of small boat, powered",,,31
E835.2,Other and unspecified fall in water transport injuring occupant of other watercraft -- crew,,,5
E835.3,Other and unspecified fall in water transport injuring occupant of other watercraft -- other than crew,,,17
E835.4,Other and unspecified fall in water transport injuring water skier,,,18
E835.5,Other and unspecified fall in water transport injuring swimmer,,,
E835.6,"Other and unspecified fall in water transport injuring dockers, stevedores",,,
E835.7,"Other and unspecified fall in water transport, occupant of military watercraft, any type",,,
E835.8,Other and unspecified fall in water transport injuring other specified person,,,16
E835.9,Other and unspecified fall in water transport injuring unspecified person,,,8
E836,Machinery accident in water transport,,,
E836.0,"Machinery accident in water transport injuring occupant of small boat, unpowered",,,1
E836.1,"Machinery accident in water transport injuring occupant of small boat, powered",,,3
E836.2,Machinery accident in water transport injuring occupant of other watercraft -- crew,,,2
E836.3,Machinery accident in water transport injuring occupant of other watercraft -- other than crew,,,
E836.4,Machinery accident in water transport injuring water skier,,,
E836.5,Machinery accident in water transport injuring swimmer,,,2
E836.6,"Machinery accident in water transport injuring dockers, stevedores",,,
E836.7,"Machinery accident in water transport, occupant of military watercraft, any type",,,
E836.8,Machinery accident in water transport injuring other specified person,,,3
E836.9,Machinery accident in water transport injuring unspecified person,,,
E837,"Explosion, fire, or burning in watercraft",,,
E837.0,"Explosion, fire, or burning in watercraft injuring occupant of small boat, unpowered",,,
E837.1,"Explosion, fire, or burning in watercraft injuring occupant of small boat, powered",,,7
E837.2,"Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- crew",,,
E837.3,"Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- other than crew",,,17
E837.4,"Explosion, fire, or burning in watercraft injuring water skier",,,2
E837.5,"Explosion, fire, or burning in watercraft injuring swimmer",,,
E837.6,"Explosion, fire, or burning in watercraft injuring dockers, stevedores",,,
E837.7,"Explosion, fire, or burning in watercraft, occupant of military watercraft, any type",,,
E837.8,"Explosion, fire, or burning in watercraft injuring other specified person",,,5
E837.9,"Explosion, fire, or burning in watercraft injuring unspecified person",,,4
E838,Other and unspecified water transport accident,,,
E838.0,"Other and unspecified water transport accident injuring occupant of small boat, unpowered",,,7
E838.1,"Other and unspecified water transport accident injuring occupant of small boat, powered",,,54
E838.2,Other and unspecified water transport accident injuring occupant of other watercraft -- crew,,,17
E838.3,Other and unspecified water transport accident injuring occupant of other watercraft -- other than crew,,,64
E838.4,Other and unspecified water transport accident injuring water skier,,,61
E838.5,Other and unspecified water transport accident injuring swimmer,,,17
E838.6,"Other and unspecified water transport accident injuring dockers, stevedores",,,1
E838.7,"Other and unspecified water transport accident, occupant of military watercraft, any type",,,
E838.8,Other and unspecified water transport accident injuring other specified person,,,78
E838.9,Other and unspecified water transport accident injuring unspecified person,,,36
E840,Accident to powered aircraft at takeoff or landing,,,
E840.0,Accident to powered aircraft at takeoff or landing injuring occupant of spacecraft,,,
E840.1,"Accident to powered aircraft at takeoff or landing injuring occupant of military aircraft, any",,,2
E840.2,Accident to powered aircraft at takeoff or landing injuring crew of commercial aircraft (powered) in surface to surface transport,,,
E840.3,Accident to powered aircraft at takeoff or landing injuring other occupant of commercial aircraft (powered) in surface to surface transport,,,2
E840.4,Accident to powered aircraft at takeoff or landing injuring occupant of commercial aircraft (powered) in surface to air transport,,,
E840.5,Accident to powered aircraft at takeoff or landing injuring occupant of other powered aircraft,,,36
E840.6,"Accident to powered aircraft at takeoff or landing injuring occupant of unpowered aircraft, except parachutist",,,
E840.7,Accident to powered aircraft at takeoff or landing injuring parachutist (military) (other),,,
E840.8,"Accident to powered aircraft at takeoff or landing injuring ground crew, airline employee",,,
E840.9,Accident to powered aircraft at takeoff or landing injuring other person,,,
E841,"Accident to powered aircraft, other and unspecified",,,
E841.0,"Accident to powered aircraft, other and unspecified, injuring occupant of spacecraft",,,1
E841.1,"Accident to powered aircraft, other and unspecified, injuring occupant of military aircraft, any",,,2
E841.2,"Accident to powered aircraft, other and unspecified, injuring crew of commercial aircraft (powered) in surface to surface transport",,,
E841.3,"Accident to powered aircraft, other and unspecified, injuring other occupant of commercial aircraft (powered) in surface to surface transport",,,6
E841.4,"Accident to powered aircraft, other and unspecified, injuring occupant of commercial aircraft (powered) in surface to air transport",,,
E841.5,"Accident to powered aircraft, other and unspecified, injuring occupant of other powered aircraft",,,40
E841.6,"Accident to powered aircraft, other and unspecified, injuring occupant of unpowered aircraft, except parachutist",,,
E841.7,"Accident to powered aircraft, other and unspecified, injuring parachutist (military) (other)",,,
E841.8,"Accident to powered aircraft, other and unspecified, injuring ground crew, airline employee",,,1
E841.9,"Accident to powered aircraft, other and unspecified, injuring other person",,,4
E842,Accident to unpowered aircraft,,,
E842.6,"Accident to unpowered aircraft injuring occupant of unpowered aircraft, except parachutist",,,7
E842.7,Accident to unpowered aircraft injuring parachutist (military) (other),,,
E842.8,"Accident to unpowered aircraft injuring ground crew, airline employee",,,
E842.9,Accident to unpowered aircraft injuring other person,,,4
E843,"Fall in, on, or from aircraft",,,
E843.0,"Fall in, on, or from aircraft injuring occupant of spacecraft",,,
E843.1,"Fall in, on, or from aircraft injuring occupant of military aircraft, any",,,10
E843.2,"Fall in, on, or from aircraft injuring crew of commercial aircraft (powered) in surface to surface transport",,,
E843.3,"Fall in, on, or from aircraft injuring other occupant of commercial aircraft (powered) in surface to surface transport",,,
E843.4,"Fall in, on, or from aircraft injuring occupant of commercial aircraft (powered) in surface to air transport",,,
E843.5,"Fall in, on, or from aircraft injuring occupant of other powered aircraft",,,7
E843.6,"Fall in, on, or from aircraft injuring occupant of unpowered aircraft, except parachutist",,,
E843.7,"Fall in, on, or from aircraft injuring parachutist (military) (other)",,,
E843.8,"Fall in, on, or from aircraft injuring ground crew, airline employee",,,
